repo_nombre,es_privado,tiene_readme,documentacion,archivo_origen,fecha_actualizacion,url_repositorio,clasificacion_dinamica
programmingwithclaudio/etl_tech_ii,No,Sí,"Proyecto: Migración de Datos a Base de Datos con Pandas y SQLAlchemy Descripción del proyecto Este proyecto tiene como objetivo principal migrar datos de archivos CSV a una base de datos MySQL utilizando Pandas para la manipulación y procesamiento de datos, y SQLAlchemy para la conexión y manipulación de la base de datos. Desafíos Conexión con la base de datos: Configurar la conexión con la base de datos MySQL usando SQLAlchemy y crear las tablas necesarias. Lectura de archivos CSV: Leer múltiples archivos CSV (Clientes, Compra, Gasto, TiposDeGasto, Venta, Sucursales) usando Pandas para convertirlos en DataFrames. Manipulación y limpieza de datos: Realizar operaciones como eliminación de columnas, cambio de tipos de datos, conversión de fechas, entre otros. Migración de datos: Transferir los DataFrames a la base de datos MySQL, cada uno en su tabla correspondiente. Pasos del Proceso Configuración de la base de datos: Se establece la URL de la base de datos y se crea el motor de SQLAlchemy. Creación de modelos: Definición de modelos de datos con SQLAlchemy para las tablas de la base de datos. Lectura de archivos CSV: Uso de Pandas para leer los archivos CSV y convertirlos en DataFrames. Manipulación y limpieza de datos: Operaciones de limpieza y transformación en los DataFrames. Migración de datos: Transferencia de datos desde los DataFrames a las tablas correspondientes en la base de datos MySQL. Confirmación y cierre: Confirmación de los cambios realizados en la base de datos y cierre de la sesión. Archivos importantes en el proyecto database.py: Configuración de la conexión a la base de datos con SQLAlchemy. main.py: Lectura de archivos CSV, manipulación de datos y migración a la base de datos MySQL. models.py: Definición de modelos de datos utilizando SQLAlchemy para las tablas en la base de datos. Uso de los archivos Ejecución: Para ejecutar el proceso, se puede ejecutar el archivo , que leerá los archivos CSV, limpiará los datos y migrará la información a la base de datos MySQL. Notas adicionales Se debe tener en cuenta que se requiere una base de datos MySQL activa y configurada para que el proyecto funcione correctamente. Antes de ejecutar el proceso de migración, se debe asegurar que los archivos CSV estén presentes y sigan el formato adecuado para su correcta lectura y procesamiento. Este es un esquema básico de cómo podrías estructurar tu README.md para presentar el proyecto de migración de datos a una base de datos utilizando Pandas y...",README.md,2024-01-08 00:07:56,https://github.com/programmingwithclaudio/etl_tech_ii,"{""proposito_principal"": ""Migración de datos de archivos CSV a una base de datos MySQL utilizando Pandas y SQLAlchemy"", ""dominio_aplicacion"": ""Data Engineering"", ""tipo_proyecto"": [""ETL Pipeline"", ""Data Migration Tool""], ""tecnologias_backend"": [""SQLAlchemy""], ""tecnologias_frontend"": [], ""bases_datos"": [""MySQL""], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Lectura de archivos CSV"", ""Manipulación y limpieza de datos"", ""Migración de datos a base de datos"", ""Conversión de tipos de datos"", ""Procesamiento de fechas""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""ETL"", ""Data Processing"", ""Database Migration""]}"
programmingwithclaudio/example-vite-store-js,Sí,Sí,"React + Vite This template provides a minimal setup to get React working in Vite with HMR and some ESLint rules. Currently, two official plugins are available: @vitejs/plugin-react uses Babel for Fast Refresh @vitejs/plugin-react-swc uses SWC for Fast Refresh",README.md,2024-12-21 15:15:51,https://github.com/programmingwithclaudio/example-vite-store-js,"{""proposito_principal"": ""Template de configuración mínima para React con Vite"", ""dominio_aplicacion"": ""Desarrollo Frontend"", ""tipo_proyecto"": [""Template"", ""Frontend Web""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [""React"", ""Vite""], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Hot Module Replacement (HMR)"", ""Fast Refresh"", ""ESLint rules""], ""lenguajes_programacion"": [""JavaScript""], ""tags_adicionales"": [""Template"", ""Minimal Setup"", ""Development Tool""]}"
programmingwithclaudio/example-vite-store-ts,Sí,Sí,"React + TypeScript + Vite This template provides a minimal setup to get React working in Vite with HMR and some ESLint rules. Currently, two official plugins are available: @vitejs/plugin-react uses Babel for Fast Refresh @vitejs/plugin-react-swc uses SWC for Fast Refresh Expanding the ESLint configuration If you are developing a production application, we recommend updating the configuration to enable type aware lint rules: Configure the top-level property like this: Replace to or Optionally add Install eslint-plugin-react and update the config: tag v1.0.0 ""hooks"" ¿Qué es TypeScript y sus ventajas.mp4 03-guitarla-ts.zip Creando el Proyecto con TypeScript.mp4 Introducción a TypeScript - Primitive Types.mp4 Introducción a TypeScript - Types e Interfaces.mp4 Asignar Types a tus Props - Inline Type.mp4 Asignar Types a tus Props - Type Separado.mp4 Creando un Archivo de Types ¿Donde y como hacerlo.mp4 Añadiendo un Type para los elementos del Carrito.mp4 Heredar y extender un Type.Documentaci-n-Utility-Types.url Utility Types en TypeScript.mp4 Agregando el Nuevo Type a nuestro código.mp4 Creando un Type para el ID de la guitarra.mp4 Typando los Props del Header y Building del proyecto.mp4 external-links: https://www.typescriptlang.org/docs/handbook/utility-types.html tag v1.0.1 ""reducers"" 001 06-guitarla-ts-INICIO.zip 001 06-guitarla-ts-usereducer.zip 001 Primeros pasos.mp4 002 Creando el reducer y el type de acciones.mp4 003 Definiendo el State inicial.mp4 004 Escribiendo el resto de las acciones.mp4 005 Instanciando el reducer en la página principal.mp4 006 Migrando del Custom Hook hacia useReducer.mp4 007 Migrando el addToCart hacia useReducer.mp4 008 Ajustando el Código para la sintaxis de useReducer.mp4 009 Evitando registros duplicados con sintaxis de Reducer.mp4 010 Mostrando el contenido del carrito.mp4 011 Trabajando con la acción de eliminar del carrito.mp4 012 Trabajando con la acción de incrementar cantidad y RETO 02.mp4 013 SOLUCION RETO 02.mp4 014 SOLUCION RETO 03.mp4 015 Colocando el state en LocalStorage.mp4",README.md,2024-12-15 20:07:06,https://github.com/programmingwithclaudio/example-vite-store-ts,"{""proposito_principal"": ""Tienda en línea de guitarras (e-commerce) con carrito de compras y gestión de estado"", ""dominio_aplicacion"": ""E-commerce"", ""tipo_proyecto"": [""Full Stack Web"", ""Template""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [""React"", ""TypeScript"", ""Vite""], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Carrito de compras"", ""Gestión de estado con useReducer"", ""Persistencia en LocalStorage"", ""Validación de tipos con TypeScript"", ""Hot Module Replacement (HMR)""], ""lenguajes_programacion"": [""TypeScript"", ""JavaScript""], ""tags_adicionales"": [""Open Source"", ""Template"", ""Educational"", ""E-commerce Demo""]}"
programmingwithclaudio/exp-springboot-nro-i,No,No,Sin documentación disponible,,2025-03-31 23:47:40,https://github.com/programmingwithclaudio/exp-springboot-nro-i,"{""proposito_principal"": ""No se puede determinar por falta de documentación"", ""dominio_aplicacion"": ""No se puede determinar por falta de documentación"", ""tipo_proyecto"": [], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [], ""lenguajes_programacion"": [], ""tags_adicionales"": []}"
programmingwithclaudio/fastapi-auth-system,No,Sí,"Despliegue del Proyecto: Sistema de Authenticación en Fastapi 1 Deploy local (windows 10) 1.1 Requisitos del Sistema | Componente | Versión recomendada | Notas | | --------------------- | --------------------- | ------------------------ | | Sistema Operativo | Windows 10 / Debian | Entornos compatibles | | Python | 3.12.10 | Requerido | | PostgreSQL | 17.6 | Base de datos principal | | Redis CLI | 5.0.14.1 | Módulo de caché opcional | | Docker | 29.0.0, build 3d4129b | Opcional | | Docker Compose | v2.40.3 | Opcional | 1.2 Clonación y Configuración del Entorno 1.3 Configuración de la Base de Datos Ejecutar en psql o cualquier cliente SQL compatible: Verificar detalles de conexión mediante variables de entorno en el archivo . 1.4 Ejecución del Proyecto (modo local) Acceso a la documentación interactiva: Ruta: http://localhost:8000/docs 2 Deploy mediante Docker (Kernel-Linux 5.15) (modo contenedor) 2.1 renombrar el por 2.2 Ejecución mediante Docker (modo contenedor) Validar acceso en: Ruta: http://localhost:8000/docs",README.md,2025-11-12 03:43:04,https://github.com/programmingwithclaudio/fastapi-auth-system,"{""proposito_principal"": ""Sistema de autenticación con FastAPI"", ""dominio_aplicacion"": ""Seguridad y Autenticación"", ""tipo_proyecto"": [""API REST"", ""Microservicio""], ""tecnologias_backend"": [""FastAPI""], ""tecnologias_frontend"": [], ""bases_datos"": [""PostgreSQL""], ""ml_ia"": [], ""devops_cloud"": [""Docker"", ""Docker Compose""], ""funcionalidades_clave"": [""Autenticación"", ""Documentación interactiva""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""Open Source"", ""Producción""]}"
programmingwithclaudio/flask-api-n8n,Sí,Sí,Objests metodos Objests metodos,README.md,2025-04-28 20:30:45,https://github.com/programmingwithclaudio/flask-api-n8n,"{""proposito_principal"": ""API Flask para integración con n8n"", ""dominio_aplicacion"": ""DevOps"", ""tipo_proyecto"": [""API REST"", ""Integración""], ""tecnologias_backend"": [""Flask""], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": []}"
programmingwithclaudio/flask-restful-login,Sí,Sí,"flask-restful-login-example (https://travis-ci.org/joemccann/dillinger) INSTALLATION Python 3 is required. There are ways to send requests to server. Postman, Insomnia, cURL, httpie and curl are simple and useful tools to send requests. I mostly prefer httpie and curl. Their usage can be seen below. Pull project and install requirements to virtual environment (https://pypi.org/project/virtualenv/()). Then run. For requests using httpie: https://httpie.io/() For requests using curl: https://curl.haxx.se/download.html() Example user, admin and super admin users are created in database initializer class. You can use these users to login, logout and data handlers. For register handler, use new user information, otherwise returns already exist user. | Test Users | Email Address | Password | | ------------- |:-------------:| -----:| | User | testemail@example.com | testpassword | | Admin | adminemail@example.com | adminpassword | | Super Admin | saemail@example.com | sapassword | Register: HTTPIE Request: Curl Request: Login: HTTPIE Request: Curl Request: Response: Got access token and refresh token Logout: HTTPIE Request: Curl Request: Reset Password: HTTPIE Request: Curl Request: There are some example routes in UserHandlers file. These handlers mostly return only text. To use them: Example routes that require authentication Route addresses according to user privileges | User Type | Route Address | | ------------- |:-------------:| | User | /datauser | | Admin | /dataadmin | | Super Admin | /datasuperadmin | HTTPIE Request: Curl Request: Super admin requiring authentication extra example handler, list users This handler searches username, email or creation dates (range) in users table and returns information these users to super admin. HTTPIE Request: Curl Request: License MIT Free Software, Hell Yeah",README.md,2024-09-30 23:43:49,https://github.com/programmingwithclaudio/flask-restful-login,"{""proposito_principal"": ""API REST para sistema de autenticación y autorización de usuarios con roles"", ""dominio_aplicacion"": ""Seguridad y Autenticación"", ""tipo_proyecto"": [""API REST"", ""Backend Service""], ""tecnologias_backend"": [""Flask""], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Autenticación JWT"", ""Sistema de roles (User, Admin, Super Admin)"", ""Registro de usuarios"", ""Login/Logout"", ""Reset de contraseñas"", ""Autorización basada en privilegios""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""Open Source"", ""MIT License"", ""Authentication API""]}"
programmingwithclaudio/flow_pry_auren,Sí,Sí,Instalar con Proxy,README.md,2025-10-28 13:43:12,https://github.com/programmingwithclaudio/flow_pry_auren,"{""proposito_principal"": ""Instalar con Proxy"", ""dominio_aplicacion"": ""DevOps"", ""tipo_proyecto"": [""CLI Tool""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Instalación con configuración de proxy""], ""lenguajes_programacion"": [], ""tags_adicionales"": []}"
programmingwithclaudio/full_streamlit,Sí,Sí,"Use Streamlit to create a personal website Create a personal website using Python and the Streamlit library. This website will be able to serve as a place for you to share your thoughts, projects, and anything else you want. Requirements",README.md,2024-05-06 20:03:43,https://github.com/programmingwithclaudio/full_streamlit,"{""proposito_principal"": ""Crear un sitio web personal usando Python y la librería Streamlit para compartir pensamientos, proyectos y contenido personal"", ""dominio_aplicacion"": ""Desarrollo Web Personal"", ""tipo_proyecto"": [""Full Stack Web"", ""Dashboard""], ""tecnologias_backend"": [""Streamlit""], ""tecnologias_frontend"": [""Streamlit""], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Creación de sitios web personales"", ""Compartir contenido personal"", ""Interfaz web interactiva""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""Template"", ""Educativo""]}"
programmingwithclaudio/generate_dbf_sql,Sí,Sí,"Proyecto para BASE DE DATOS AVANCE 30% Este proyecto consiste en transformar datos.DBF a .SQL, especialmente para cargarlos a mi gestor mariaDB, que es la base de datos con que trabajo actualmente. Una vez concluya sera un rediseño de una base de datos Empresarial compleja.",README.md,2024-02-08 16:53:07,https://github.com/programmingwithclaudio/generate_dbf_sql,"{""proposito_principal"": ""Transformar datos .DBF a .SQL para cargarlos a MariaDB"", ""dominio_aplicacion"": ""Base de datos empresarial"", ""tipo_proyecto"": [""Herramienta de conversión de datos"", ""Pipeline de datos""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [""MariaDB""], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Conversión DBF a SQL"", ""Carga de datos a MariaDB"", ""Rediseño de base de datos empresarial""], ""lenguajes_programacion"": [], ""tags_adicionales"": [""Open Source"", ""Conversión de formatos"", ""Migración de datos""]}"
programmingwithclaudio/hadoop_cluster,Sí,Sí,"Proyecto: Análisis de Fraudes en Comunicaciones Corporativas con el Conjunto de Datos de Enron Email: Conjunto de Datos: Enron Email Dataset Descripción: En este proyecto, se podrían analizar los correos electrónicos de Enron para identificar patrones sospechosos y detectar posibles fraudes. Esto implica técnicas de minería de texto y análisis de anomalías. Datasets Enron",README.md,2024-01-27 03:34:51,https://github.com/programmingwithclaudio/hadoop_cluster,"{""proposito_principal"": ""Análisis de fraudes en comunicaciones corporativas usando el conjunto de datos de Enron Email"", ""dominio_aplicacion"": ""Finanzas"", ""tipo_proyecto"": [""Data Science"", ""Análisis de datos""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [""Minería de texto"", ""Análisis de anomalías""], ""devops_cloud"": [], ""funcionalidades_clave"": [""Identificación de patrones sospechosos"", ""Detección de fraudes"", ""Análisis de correos electrónicos""], ""lenguajes_programacion"": [], ""tags_adicionales"": [""Enron Dataset"", ""Análisis forense"", ""Comunicaciones corporativas""]}"
